,Precision_xgb,Recall_xgb,Threshold_xgb
0,0.13356830613599432,1.0,0.3378212
1,0.1335484756934908,0.9998286497601097,0.3381211
2,0.13355153235220069,0.9998286497601097,0.33813384
3,0.13355458915083543,0.9998286497601097,0.3383233
4,0.13355764608940465,0.9998286497601097,0.33843473
5,0.13356070316791796,0.9998286497601097,0.33845904
6,0.13356376038638496,0.9998286497601097,0.33852476
7,0.13356681774481527,0.9998286497601097,0.33859393
8,0.1335698752432185,0.9998286497601097,0.3386882
9,0.13357293288160424,0.9998286497601097,0.33869675
10,0.13357599065998216,0.9998286497601097,0.33880863
11,0.1335790485783618,0.9998286497601097,0.33887786
12,0.13358210663675282,0.9998286497601097,0.33889496
13,0.13358516483516483,0.9998286497601097,0.3389086
14,0.13358822317360747,0.9998286497601097,0.33905
15,0.1335912816520903,0.9998286497601097,0.33912948
16,0.13359434027062297,0.9998286497601097,0.33918604
17,0.13359739902921514,0.9998286497601097,0.33922628
18,0.13360045792787636,0.9998286497601097,0.33924544
19,0.1336035169666163,0.9998286497601097,0.3393351
20,0.13360657614544455,0.9998286497601097,0.3393905
21,0.13360963546437077,0.9998286497601097,0.33940378
22,0.13361269492340455,0.9998286497601097,0.3395485
23,0.13361575452255553,0.9998286497601097,0.33980033
24,0.13361881426183334,0.9998286497601097,0.33981913
25,0.1336218741412476,0.9998286497601097,0.33998716
26,0.13362493416080792,0.9998286497601097,0.33999878
27,0.13362799432052397,0.9998286497601097,0.34014508
28,0.13363105462040537,0.9998286497601097,0.34014943
29,0.13363411506046172,0.9998286497601097,0.34022328
30,0.13363717564070265,0.9998286497601097,0.34035504
31,0.13364023636113784,0.9998286497601097,0.34089616
32,0.13364329722177687,0.9998286497601097,0.3409135
33,0.1336463582226294,0.9998286497601097,0.34095064
34,0.13364941936370509,0.9998286497601097,0.34096053
35,0.1336524806450135,0.9998286497601097,0.34112674
36,0.13365554206656435,0.9998286497601097,0.34118864
37,0.13365860362836723,0.9998286497601097,0.34129718
38,0.1336616653304318,0.9998286497601097,0.34131056
39,0.13366472717276767,0.9998286497601097,0.34143433
40,0.13366778915538452,0.9998286497601097,0.3414666
41,0.13367085127829195,0.9998286497601097,0.34153548
42,0.13367391354149963,0.9998286497601097,0.34161812
43,0.13367697594501718,0.9998286497601097,0.34167832
44,0.13368003848885426,0.9998286497601097,0.34173524
45,0.13368310117302054,0.9998286497601097,0.34174532
46,0.13368616399752561,0.9998286497601097,0.3417744
47,0.13368922696237914,0.9998286497601097,0.34179568
48,0.13369229006759079,0.9998286497601097,0.34180254
49,0.1336953533131702,0.9998286497601097,0.3418027
50,0.13369841669912702,0.9998286497601097,0.3418127
51,0.13370148022547088,0.9998286497601097,0.34181824
52,0.13370454389221145,0.9998286497601097,0.34182784
53,0.13370760769935838,0.9998286497601097,0.3418655
